,tweet_id,majority_vote
180,1503779050313113607,0.0
182,1496506715583438850,1.0
183,1509579699189690386,1.0
184,1504808952655237120,1.0
185,1505519739216580618,1.0
186,1507319858912014338,0.0
189,1500859209457541125,1.0
190,1508478692376428545,1.0
191,1499824388086116358,0.0
192,1509069861762314242,1.0
193,1494820317667237894,1.0
194,1497888982482444292,0.0
195,1498724812151300100,0.0
196,1492815198243241986,0.0
197,1491884611139428355,0.0
198,1504888311969722370,1.0
199,1491336423173144580,0.0
200,1504097087729934343,1.0
201,1503472477237821441,0.0
202,1504418670457540614,0.0
203,1493193282255532033,1.0
204,1492491826665775106,0.0
205,1495110493605871622,2.0
206,1503694158736896002,1.0
207,1503704252572745737,1.0
210,1499824101183168516,2.0
211,1508067552479567875,0.0
212,1489697735745880064,0.0
213,1500577287581876231,0.0
214,1502670343886024708,0.0
215,1502158465191403523,0.0
216,1507139322507677819,0.0
218,1489886319253856257,0.0
219,1506566554321883138,0.0
222,1498616122077331456,1.0
223,1503416792785596419,1.0
224,1499928936691679235,0.0
225,1489567564669800454,1.0
227,1507250336347607042,1.0
230,1494692130740183050,2.0
231,1505903022060285962,0.0
233,1503254468099457024,0.0
234,1493624911683854344,1.0
236,1497926041272152066,2.0
237,1496506170873425920,1.0
238,1503288836423659523,0.0
240,1505581231584460800,1.0
241,1490600145406382081,1.0
242,1508713304335781889,0.0
243,1503020323519750146,1.0
244,1506730438865395714,0.0
246,1496587717718720521,0.0
247,1496326992421167114,0.0
248,1500900608651501571,1.0
249,1492965817062993927,1.0
250,1505597966177951747,1.0
251,1496772347617067008,1.0
252,1506879607735296002,0.0
253,1489724590272258053,1.0
259,1504133398763294725,1.0
260,1501641732886249480,1.0
261,1504444290910539778,1.0
262,1496014879613931522,1.0
263,1492811529317670912,0.0
264,1491447997292769284,1.0
265,1498396349565644801,1.0
266,1490762930790580227,1.0
268,1501779977704210435,1.0
269,1505575905590194189,0.0
270,1503624839218749446,0.0
271,1497705595029368845,0.0
272,1503248504977825795,1.0
273,1507666306950123520,1.0
274,1490388077189214210,0.0
276,1503489617349206024,1.0
277,1497539531867922433,2.0
278,1492258668817100800,1.0
284,1491053981715800076,1.0
285,1508803851968782346,1.0
286,1505993926125457408,1.0
289,1499654780817453059,1.0
290,1497525235133796354,1.0
291,1488920193971671046,0.0
292,1504882392762359809,1.0
293,1494299801332166657,1.0
296,1496170880610746369,0.0
297,1507273857689960470,1.0
298,1498684479761702922,1.0
299,1494222545628844033,0.0
301,1503012441449545728,1.0
302,1497893685891149825,1.0
303,1505521477847764999,1.0
304,1505098000523304961,1.0
306,1501940835318845462,1.0
307,1506352051340681217,1.0
308,1506685407953575943,0.0
309,1501966851101896711,1.0
310,1499508425193140224,1.0
314,1505496059157618695,0.0
315,1490932853294600194,1.0
316,1489302726798413835,0.0
318,1507054020975812608,1.0
319,1495108678285934605,1.0
320,1504616910427672577,1.0
321,1489886381912608772,1.0
322,1505174752826208258,1.0
323,1489272426961719296,0.0
324,1501939776064155653,1.0
325,1508477010506563584,1.0
326,1503679460381503491,1.0
327,1495089393085865985,0.0
328,1495386172171984897,1.0
329,1504777335865815049,1.0
330,1498058922061664256,1.0
331,1498453245961846785,1.0
332,1502870228275019783,1.0
335,1502208298967306248,1.0
336,1504830464946847749,0.0
337,1494451674936758274,1.0
338,1496438208221036547,2.0
340,1488394404402507780,0.0
341,1497116418755731457,1.0
342,1508480125284884487,2.0
343,1495791592657063938,1.0
344,1509390391019249668,1.0
345,1492492777141252103,1.0
351,1505933568354271232,1.0
352,1491753642558373891,1.0
353,1496812066140831749,1.0
355,1490358952156041217,1.0
356,1488470234755383303,1.0
357,1508890984565911558,1.0
358,1492384314629279745,1.0
359,1497576894052581388,1.0
360,1490291949986791428,1.0
361,1505706459513991170,0.0
362,1496088187445391361,1.0
364,1509141369377685512,0.0
365,1492781004104376322,1.0
366,1506331784836956163,1.0
367,1504974314843652096,0.0
369,1506815867866296326,1.0
370,1508026637446791169,0.0
371,1494648956445413379,1.0
373,1508881082447503362,0.0
375,1492884508730920961,0.0
376,1509623919984193542,1.0
377,1505546358974988291,1.0
378,1497976416486498306,1.0
379,1506766433979613186,1.0
380,1492979947601813507,0.0
381,1496086893112483840,1.0
382,1501657037016608768,2.0
383,1509562933067591690,0.0
384,1503439653042634759,1.0
385,1503430570369601545,0.0
386,1505333636681375752,1.0
387,1506231186032635906,0.0
388,1490379202276831235,1.0
389,1501512395906297863,0.0
390,1501535931144318977,1.0
392,1499079326100303881,0.0
393,1503708506427469824,0.0
394,1505145523711451136,1.0
395,1504154828502671368,0.0
396,1504503956311052293,1.0
397,1498180218611290112,1.0
398,1502724797335224324,1.0
399,1501165623036030977,0.0
400,1489962993484021761,1.0
401,1509105719991283715,0.0
403,1489698509351702528,1.0
405,1508720459755446272,0.0
406,1489211085957836802,0.0
407,1501727653832933376,1.0
408,1499677147774038016,1.0
409,1506241691862380555,1.0
410,1504547616054554629,1.0
411,1508541680928141316,1.0
412,1493278089555623939,0.0
413,1497481301154217988,0.0
414,1496049552704610305,0.0
415,1494313837641744385,1.0
417,1506699648194560013,1.0
419,1507599496099811331,1.0
420,1502246894902423553,1.0
421,1502320089709912065,1.0
422,1503836973303226377,0.0
424,1490299335384477697,0.0
425,1504698716334309411,1.0
427,1498265110393102337,0.0
428,1490742139596193801,0.0
432,1502942656841793543,1.0
433,1496451429552242691,1.0
434,1502324022880649221,1.0
435,1498708014714560522,1.0
436,1506583906740490243,1.0
437,1499514285680168965,2.0
438,1495645890266247169,0.0
439,1498272981503651848,1.0
440,1509506700906225673,1.0
441,1504914258982801412,1.0
443,1501836959093870592,0.0
444,1504205533175324676,1.0
445,1506648089632940035,1.0
446,1492964842424180741,0.0
448,1505483735944282116,0.0
449,1501073634395369473,1.0
450,1490360829354647556,1.0
451,1492874456091475969,1.0
452,1501992039470219264,0.0
453,1493318850670125063,0.0
454,1496922826619727879,1.0
455,1499840680608374793,0.0
456,1501302231072714753,1.0
457,1502267363575668737,1.0
458,1492205040177659909,1.0
459,1509570766966333447,1.0
460,1488446667971956736,0.0
461,1506266739369254913,1.0
462,1497187453903511564,0.0
464,1502977986001256448,1.0
465,1496649543915556866,1.0
466,1489189125450350596,0.0
467,1506981209708150790,1.0
468,1492401803023069189,1.0
469,1497739926607126531,1.0
470,1504860395705667617,1.0
471,1488836202002366468,2.0
472,1497944428513746953,1.0
473,1504782014351880193,1.0
474,1500635117357785096,1.0
475,1489232476866236424,1.0
476,1501924363544797191,1.0
477,1501732967583993863,1.0
478,1492171356607328256,1.0
479,1495747938064244738,0.0
480,1494352069544882180,1.0
481,1496123167877783557,0.0
482,1491325353222369281,0.0
483,1505133958408851456,1.0
484,1501668182381187073,1.0
485,1501603114482348039,1.0
486,1490041778015281156,1.0
487,1507276192159875097,1.0
490,1491834027573133313,0.0
491,1504500451902996481,1.0
492,1498381578485047299,1.0
493,1499074191525658626,0.0
494,1503653639944085506,1.0
495,1489904328794066949,0.0
496,1490726505252638725,0.0
497,1489647320736182276,1.0
503,1489642786827735051,1.0
509,1492116743657074688,1.0
515,1491347732040413185,1.0
516,1507214363559702542,0.0
517,1492105733856497699,0.0
518,1489709029056204803,0.0
519,1506584040694063105,1.0
520,1507308875673919509,0.0
521,1494582376957190144,1.0
523,1494318471336759296,0.0
524,1500926739769446405,1.0
526,1490334589944057862,1.0
527,1497884288540295168,1.0
528,1497532483797196801,0.0
529,1507369594687836161,0.0
530,1494391396811350023,1.0
531,1501019665795006467,1.0
533,1492201030242738182,1.0
534,1493691020294471689,1.0
535,1508734518752124928,0.0
536,1499359649468129282,1.0
537,1502996978019536896,1.0
538,1491416520672804864,1.0
539,1502952239702462465,1.0
540,1503458306047758343,0.0
541,1492072385566187541,1.0
547,1504740737908416516,1.0
548,1494015060246777866,1.0
549,1495674093156323329,1.0
550,1504921300791435269,1.0
551,1496600442037485576,0.0
553,1505820067598155779,0.0
555,1492967460177387523,2.0
559,1495802859555860483,1.0
560,1489308198309928970,0.0
561,1504432002572951554,0.0
562,1494276443358253057,1.0
563,1491789353261039620,0.0
564,1505857518429511684,1.0
565,1503847171094982663,1.0
566,1504879348494569477,1.0
567,1502956023631564802,0.0
568,1497696901663277056,1.0
569,1489573290238783490,0.0
571,1489577625853079552,0.0
572,1503121237601656852,2.0
573,1496149353953738756,0.0
574,1501861664504926208,1.0
576,1509536544570454020,1.0
577,1497977737172111365,0.0
579,1495998829090455552,0.0
580,1495320265991065601,1.0
581,1504568655794876420,1.0
583,1507050525866569729,0.0
584,1495454464567873540,1.0
585,1488621753626775560,1.0
586,1505492151471325185,0.0
587,1499824462799290375,1.0
590,1492078626740871183,1.0
596,1494057813861146624,1.0
597,1498214671991689217,0.0
598,1508832686865068036,1.0
599,1500830524130091014,1.0
600,1504560047963181059,1.0
602,1502410374192238595,2.0
608,1492131792496865281,0.0
614,1493259135101640706,1.0
615,1492450908726337538,1.0
616,1493256912934211584,1.0
617,1498627805105598469,0.0
618,1508359122592448512,1.0
619,1505127040684544005,1.0
620,1497901279858860032,1.0
622,1504750679927185410,1.0
623,1494614640126533646,0.0
624,1496127473775480846,1.0
625,1492882431812190209,1.0
626,1494974502714892290,1.0
627,1492097959026176000,1.0
633,1504439533697445897,1.0
634,1496970288520589328,1.0
635,1509312359306874892,0.0
636,1494234608963104771,1.0
641,1500029689888395268,2.0
642,1504648110756278274,1.0
643,1497962315601391616,1.0
644,1495422978284261381,1.0
645,1494975415953379328,0.0
646,1504955103542841344,1.0
647,1495709441366368256,1.0
648,1494678740202369031,1.0
649,1492663628687892485,1.0
650,1497976118409928707,0.0
651,1498256071286312961,1.0
652,1504180690795089921,1.0
653,1507395941673934864,1.0
654,1508701568706699264,1.0
655,1505721377382445059,1.0
656,1504088021926387718,0.0
658,1504424824298479618,1.0
659,1494650968146944002,0.0
660,1494320425714782209,2.0
661,1505660407163277322,0.0
662,1509590458409922562,1.0
663,1504156505448357900,0.0
664,1506897547452948484,1.0
665,1494323076053430287,1.0
666,1492030292374306822,1.0
668,1495415508212064260,1.0
669,1506298419765260303,2.0
671,1509248464634400774,1.0
672,1508476693425631243,1.0
673,1496986279220682756,0.0
674,1504489470703202309,0.0
675,1507639808344178694,1.0
676,1507443749584048155,0.0
677,1499704751797190660,0.0
678,1488805379282776068,1.0
679,1507793771739684866,1.0
680,1493914617973727235,0.0
681,1509610098657796097,2.0
682,1496780663709646848,1.0
683,1488825889337094145,1.0
684,1493480391642132482,1.0
685,1504412437130485773,1.0
687,1494935047866048513,2.0
688,1505201094087135232,0.0
689,1502579674043531266,1.0
690,1508837980412293126,1.0
691,1501301735180091392,1.0
692,1496844319705079808,1.0
693,1497341644349267973,2.0
694,1489671027525402627,1.0
700,1493332708533145600,1.0
701,1497260852373766148,0.0
702,1500899460951457792,1.0
703,1504025303450107909,2.0
705,1501628620514734080,1.0
706,1502036983908114440,0.0
707,1507426562169258037,0.0
708,1507431043456024589,0.0
710,1509584525097119750,2.0
711,1498685451955286019,0.0
713,1498284009868120065,1.0
714,1489557644654399492,1.0
715,1490059017225449480,1.0
716,1498646898084831235,1.0
717,1507295395252166675,1.0
718,1509183775997059074,1.0
719,1500213978890485767,1.0
720,1490351660765433863,1.0
721,1500181441522679822,2.0
724,1498659525892653059,1.0
725,1496602309471748097,1.0
726,1489842528211722240,0.0
732,1488891987503853576,2.0
734,1504944833131077632,1.0
736,1490678099779981312,1.0
737,1496613875948699657,1.0
738,1493304532188766214,0.0
739,1505287644636487685,1.0
740,1502218096496594947,1.0
741,1497917976280023041,1.0
742,1509165645170106370,1.0
743,1502953330103959553,1.0
744,1491457125813751808,1.0
745,1494291335997800448,1.0
746,1492417607043063809,2.0
747,1494043434302246915,0.0
748,1504699036925935651,1.0
749,1495976834441355267,1.0
750,1502252395954384897,2.0
751,1490382712334598154,1.0
753,1504285936619823108,1.0
754,1501683812870279181,1.0
755,1504383424303349760,1.0
756,1504052801621700609,2.0
757,1506672778140868614,1.0
760,1499470394348261376,1.0
761,1501887760289968130,1.0
762,1496186485598470145,0.0
763,1499576260527276036,1.0
764,1498293904604602370,1.0
766,1488496917575348227,0.0
767,1496113620924653571,0.0
768,1505531871396040707,1.0
769,1504727189861900289,0.0
770,1493884081741967363,1.0
772,1502690717763780613,1.0
773,1503760128943833090,1.0
774,1503726356391149575,2.0
776,1502642321929682948,1.0
777,1496251116127981570,1.0
778,1507115743711739907,1.0
779,1502056697577279497,1.0
780,1499768701104623617,0.0
781,1498558252233207808,0.0
782,1504462090668580868,0.0
783,1501223909521166338,1.0
784,1488744312808562690,1.0
785,1500062784201146368,1.0
786,1498428710139142152,1.0
787,1494024411908907018,1.0
788,1498187208418902018,1.0
789,1508867806464462856,1.0
790,1489952810561118217,2.0
792,1501509141373857796,0.0
794,1507339088445296658,1.0
795,1501619691290341378,1.0
796,1496824451937284099,1.0
798,1503120986870358018,2.0
800,1501952488127225856,0.0
801,1499930850284212224,1.0
802,1506491697009733638,1.0
803,1494412048276639746,1.0
806,1499326896756211718,1.0
808,1497267682768470016,1.0
809,1506188765148196866,1.0
810,1509566062098104322,0.0
811,1494983059577450499,0.0
812,1508064998832148485,1.0
813,1500746564884746240,2.0
814,1505890914123886595,2.0
815,1507395203581288488,1.0
816,1507079989979758592,1.0
817,1505236541823758338,1.0
818,1493303749774913538,1.0
819,1499028828689211398,0.0
852,1501285428388937728,2.0
853,1505104301546520576,1.0
855,1491116906962513927,1.0
856,1493273984812654599,2.0
857,1502962165275312130,1.0
858,1499452155228569604,1.0
859,1503998121952657411,1.0
860,1491783530585616385,1.0
861,1494383993369899014,1.0
862,1489850663387475968,2.0
864,1488709717484576768,1.0
865,1503037283154472967,0.0
866,1490752127467143170,0.0
867,1509303211261317121,0.0
868,1489997502585753606,1.0
869,1504724607806365740,1.0
870,1508583923042996229,1.0
873,1492218722777501696,1.0
874,1493582831490117632,0.0
875,1497950968469762048,0.0
877,1502911491166679047,1.0
878,1497966325523693575,1.0
879,1498976774759325699,1.0
880,1491746099266265090,1.0
881,1498945497981231104,0.0
882,1502923041768103937,1.0
883,1504706753337999383,1.0
884,1491439031187812352,1.0
885,1506733480843034636,2.0
886,1502295383627730947,0.0
887,1508410401251287042,1.0
889,1504832419584741376,1.0
890,1497902204782526468,1.0
893,1498348919960612869,2.0
894,1505278032625426437,1.0
895,1489706684280971265,1.0
896,1502800823083933697,2.0
897,1502325103111163904,0.0
899,1494824886925242375,1.0
900,1507318633206370319,1.0
902,1498462072224555008,1.0
903,1501712557479968769,1.0
904,1503050801966686221,0.0
905,1500888534126891009,1.0
906,1499800605833023502,1.0
907,1491702134588551168,2.0
908,1488887270207897603,1.0
909,1491713383359463427,1.0
910,1496919052190732293,2.0
911,1494672766603251714,2.0
914,1494710480891686913,1.0
915,1508479521325998088,0.0
916,1501245545393934342,0.0
917,1502713497045639168,0.0
919,1502890229132374016,2.0
920,1501422968454406145,1.0
921,1494340149680881670,1.0
922,1504157580729454592,1.0
923,1497853972044034050,1.0
925,1493285231339704328,1.0
927,1494108842313015299,0.0
928,1506920370871447557,0.0
930,1498725700207005704,1.0
931,1501561390129192961,1.0
932,1497837105690537987,0.0
933,1497532827876921349,0.0
934,1507339255517007877,2.0
935,1497337428910039045,1.0
936,1502650206848012290,2.0
937,1504790375776595986,1.0
938,1502634508658655236,1.0
939,1507029681802993665,1.0
940,1501977734867824647,1.0
941,1504529329925111816,0.0
942,1509238264523366400,1.0
943,1500442675761319937,2.0
944,1495866082577555461,2.0
945,1508472549054812176,0.0
946,1492598383697145861,2.0
947,1495426538921246723,1.0
948,1498545499498233856,1.0
949,1494291367870312448,1.0
952,1503059208442458114,2.0
953,1504455705344069637,1.0
954,1508395953560166401,1.0
955,1499348505701322754,2.0
957,1489336510495272961,1.0
958,1488853624155516931,1.0
961,1503737463960915975,1.0
962,1498403840986697731,1.0
963,1499611844805230592,1.0
966,1493677150163062787,1.0
967,1492614523752177669,1.0
968,1507232263397855252,2.0
969,1507166300472283145,1.0
972,1497266603901296643,1.0
973,1501904253840994306,1.0
974,1497666237165449216,0.0
975,1495874879329026048,0.0
979,1496980818157350918,1.0
980,1492904881786691594,0.0
981,1490103523882807303,1.0
982,1496854984369053697,1.0
983,1500836124406829067,0.0
984,1504541902389059586,1.0
985,1507465071634567173,1.0
987,1506340959210164235,1.0
989,1503464459892932615,1.0
991,1502412417250246660,1.0
997,1496574712805212163,1.0
1000,1495402919235051529,1.0
1001,1495469225972015116,1.0
1002,1489679843151298560,2.0
1008,1504859715133706257,1.0
1009,1504355668991803395,1.0
1011,1497289891285286912,1.0
1012,1491311653232656384,0.0
1013,1497236907075543056,0.0
1014,1503721634049445893,1.0
1015,1498910081395703808,1.0
1017,1491637332084236290,1.0
1018,1493905432729038849,1.0
1019,1490054665400209410,1.0
1020,1492936127669583875,1.0
1021,1499370704537542662,1.0
1022,1501239881749917696,1.0
1023,1494958920972001283,0.0
1024,1489923598504632321,1.0
1030,1497287314904686600,1.0
1031,1493598668154413057,2.0
1032,1503237600647294976,0.0
1033,1504429350690643972,1.0
1035,1500430071605207040,2.0
1036,1505175413672353795,1.0
1037,1503301766523330566,1.0
1038,1505412045977624577,1.0
1041,1508822783387746305,1.0
1042,1488930241665982465,1.0
1043,1504422172164595714,1.0
1044,1508797569220108293,1.0
1045,1492549776973471744,1.0
1046,1500009270955360262,1.0
1047,1504899358894043137,1.0
1048,1502226098809094149,1.0
1049,1505294472783011843,1.0
1050,1504836547857760311,0.0
1051,1496381201493512192,0.0
1052,1500044235969646592,0.0
1053,1489251569312800771,0.0
1054,1504401623363338254,1.0
1055,1502258132155699201,1.0
1056,1497625387425316866,1.0
1057,1508074279388295174,0.0
1058,1501959722999717894,0.0
1059,1494020477425274881,1.0
1060,1495103943675887616,1.0
1061,1493760846132137984,1.0
1063,1506662107638554624,0.0
1064,1505513767769198592,1.0
1065,1492081915456888863,1.0
1067,1488500371572068358,1.0
1068,1490693288084520967,1.0
1069,1507080850852442112,0.0
1070,1492089369578065921,2.0
1071,1497845743159287816,0.0
1072,1508428022214545412,0.0
1073,1498543726234324992,0.0
1074,1509448521090539520,0.0
1075,1506897195420823554,2.0
1076,1497231101659684869,1.0
1077,1488853780175142914,0.0
1079,1496523177471655937,1.0
1080,1507243953090875398,1.0
1083,1505969224287723525,0.0
1084,1496825564203610117,1.0
1085,1508653305089691649,0.0
1086,1498382556303138816,1.0
1087,1503258911570370561,2.0
1091,1505970280363143177,1.0
1092,1496916743809343495,1.0
1093,1508910600134479878,0.0
1096,1504526699060465669,1.0
1097,1506584311478243328,1.0
1098,1505916218720636928,1.0
1099,1503837255307255808,0.0
1100,1494377840913092615,0.0
1103,1502551381579911170,1.0
1105,1492618837807800327,1.0
1106,1497847295328542720,0.0
1107,1508827323092672521,1.0
1108,1507382093332066310,1.0
1109,1488499141923717126,0.0
1110,1505185312653381636,1.0
1111,1493287444917194755,1.0
1112,1503773613136257032,1.0
1113,1496064744251396098,0.0
1114,1502942751108866049,0.0
1115,1507048051772375040,2.0
1116,1489719414039662598,1.0
1122,1507684937889198083,1.0
1123,1509172834169458692,1.0
1124,1504958033004220422,1.0
1125,1488477048398041089,1.0
1126,1495379226891071489,1.0
1127,1509223660900528134,1.0
1128,1498310540246061063,2.0
1129,1499377651114557445,1.0
1130,1500516837947318276,1.0
1131,1503028965337964549,0.0
1132,1507728705501728773,1.0
1133,1497902231181484033,1.0
1134,1499716419143020548,1.0
1140,1508495426604969989,1.0
1141,1491514465736658946,1.0
1142,1499717201057792002,2.0
1143,1502720892199129088,1.0
1144,1503013898299092995,1.0
1145,1505042480781271040,1.0
1147,1504622588349329410,1.0
1148,1506654084530688004,0.0
1149,1492035310041055243,2.0
1150,1504001471989301248,1.0
1151,1498001933449187335,1.0
1152,1491700857074860040,1.0
1153,1504108000444882949,2.0
1154,1505103932091252736,1.0
1155,1506542994773716994,1.0
1156,1492177494245613571,1.0
1158,1495782388860862464,1.0
1159,1506589239219298310,1.0
1160,1502677253477576704,1.0
1161,1508752437582172162,0.0
1162,1505088990894084099,0.0
1163,1507276734344925190,1.0
1166,1491173614455963648,1.0
1167,1494074231696633859,1.0
1169,1509192840458428423,0.0
1170,1504811283585114125,0.0
1171,1498961271110217729,1.0
1172,1496826633067581440,1.0
1173,1505965354014683141,1.0
1174,1509511817806192642,0.0
1175,1503816743248093192,0.0
1176,1489247788743348227,0.0
1177,1502221510672625671,1.0
1178,1502058543154970626,1.0
1179,1491298613095714821,0.0
1181,1504800343603007494,1.0
1182,1492905172632281088,0.0
1183,1491654514037997571,1.0
1184,1500253091366645763,1.0
1186,1501209259593412609,1.0
1187,1502058094133751821,0.0
1188,1497166185103831076,1.0
1189,1494002892373692420,1.0
1190,1491236470786789376,0.0
1196,1498255656301830148,1.0
1197,1493233152093040643,1.0
1198,1492155819642785792,1.0
1199,1494487641433288716,1.0
1200,1494437988935385093,1.0
1203,1506352274326626308,1.0
1204,1496240227748352006,0.0
1205,1492296131501596677,1.0
1206,1509543959265222662,1.0
1207,1504477599040299022,0.0
1209,1490973931448070148,1.0
1210,1500178185765507076,0.0
1211,1501161230538530821,0.0
1213,1502282864980905985,1.0
1214,1501931268199497728,1.0
1215,1504446846139256836,1.0
1216,1488495273043283971,1.0
1217,1493262067998015498,1.0
1218,1504906437323018240,0.0
1220,1494004088220307462,0.0
1225,1503095889283399687,1.0
1226,1509649380588113921,1.0
1227,1497598422739828742,0.0
1228,1494733295111790595,0.0
1229,1494338590167343115,1.0
1232,1497342880993759234,1.0
1233,1501556042941059079,0.0
1235,1499661842553229318,1.0
1236,1491047267079704578,1.0
1237,1488636729762500608,1.0
1238,1504560863671377924,1.0
1240,1505859714927808513,1.0
1241,1490654694414376961,0.0
1242,1496103154315931650,1.0
1243,1498615812336369666,1.0
1244,1503324208423702528,1.0
1245,1502545413869551617,1.0
1246,1507866313401765912,2.0
1247,1503715122950332419,1.0
1248,1508572042597216260,1.0
1250,1499837093597650944,0.0
1251,1499648267075964929,1.0
1252,1504210094828961795,1.0
1253,1501835131119669249,1.0
1254,1492612183129264132,0.0
1255,1502687699764924425,1.0
1256,1507020568440328194,1.0
1257,1497305541609148433,1.0
1258,1501842066715856906,1.0
1259,1494064528945991687,1.0
1260,1499435043877527558,0.0
1261,1490024182599540743,1.0
1262,1507078669273124872,1.0
1263,1500355435135737859,1.0
1265,1491675789443665921,1.0
1266,1494101060218023937,1.0
1271,1494794362588438528,1.0
1272,1496203348474748930,0.0
1273,1492532067258753025,0.0
1275,1497709377792483343,1.0
1276,1492944004224327687,0.0
1277,1497909901925957634,1.0
1278,1505678214148071427,0.0
1279,1497651475824193551,1.0
1280,1497729562934980612,1.0
1281,1506741283825635334,1.0
1282,1504449278684581890,0.0
1283,1488488551100694533,0.0
1284,1495066892914106380,0.0
1285,1498954239124594694,2.0
1286,1497870071825371137,1.0
1290,1499349556185772041,0.0
1291,1497595059054723078,1.0
1292,1506931462985203714,1.0
1293,1490478809140932610,0.0
1296,1495907861523804160,1.0
1297,1497276860446687234,1.0
1298,1499677005343858692,1.0
1300,1508782314112929793,1.0
1302,1505953809889173508,1.0
1303,1502651549989982208,0.0
1304,1507282581632565288,1.0
1305,1497126409432535041,0.0
1306,1493624893866450945,1.0
1307,1493971921821749258,0.0
1309,1507525407536463874,1.0
1310,1505198028658982916,1.0
1312,1506971369707384835,1.0
1313,1494760701507870727,0.0
1314,1505881441820983304,0.0
1315,1493995319985647632,1.0
1316,1504420898274750465,1.0
1317,1494586348459761664,0.0
1318,1494764367090528261,1.0
1319,1508020557878603778,0.0
1320,1500505019753320451,0.0
1324,1503600540948783109,1.0
